entity_type,entity_name,cited_doc_count,non_cited_doc_count,cited_coverage_rate,non_cited_coverage_rate,coverage_lift,cited_total_mentions,non_cited_total_mentions,avg_salience_cited,avg_salience_non_cited
PERSON,orders/month,1,0,0.05,0.0,0.5,1,0,0.001078,0.0
PERSON,E-Commerce,1,0,0.05,0.0,0.5,1,0,0.060886,0.0
PERSON,Sebastian Schardl,1,0,0.05,0.0,0.5,1,0,0.000416,0.0
PERSON,Facilitates,1,0,0.05,0.0,0.5,1,0,0.000556,0.0
PERSON,Oh Polly,1,0,0.05,0.0,0.5,1,0,0.000107,0.0
PERSON,Jessica Connolly,1,0,0.05,0.0,0.5,2,0,0.000225,0.0
PERSON,Whenever,1,0,0.05,0.0,0.5,1,0,0.00117,0.0
PERSON,Key Features,1,0,0.05,0.0,0.5,6,0,0.014414,0.0
PERSON,Promo Offer,1,0,0.05,0.0,0.5,1,0,0.018656,0.0
PERSON,Enterprise,1,0,0.05,0.0,0.5,2,0,0.000512,0.0
PERSON,Per-shipment,1,0,0.05,0.0,0.5,1,0,0.000246,0.0
PERSON,Tracktor,1,0,0.05,0.0,0.5,2,0,0.105726,0.0
PERSON,100 labels,1,0,0.05,0.0,0.5,1,0,0.00034,0.0
PERSON,€99/m,1,0,0.05,0.0,0.5,1,0,0.000512,0.0
PERSON,Blockchain,1,0,0.05,0.0,0.5,1,0,0.000518,0.0
PERSON,Powerful Reports,1,0,0.05,0.0,0.5,2,0,0.001409,0.0
PERSON,Published,1,0,0.05,0.0,0.5,1,0,7.4e-05,0.0
PERSON,Loop,1,0,0.05,0.0,0.5,4,0,0.018496,0.0
PERSON,Answer,1,0,0.05,0.0,0.5,5,0,0.001574,0.0
PERSON,ColombiaComoros,1,0,0.05,0.0,0.5,1,0,0.00302,0.0
PERSON,Exchange-first,1,0,0.05,0.0,0.5,1,0,0.000557,0.0
PERSON,Carrier-connected,1,0,0.05,0.0,0.5,1,0,0.000306,0.0
PERSON,Team Hopstack,1,0,0.05,0.0,0.5,3,0,0.001386,0.0
PERSON,cost-savings,1,0,0.05,0.0,0.5,1,0,0.005425,0.0
PERSON,Microsoft Teams,1,0,0.05,0.0,0.5,1,0,0.000427,0.0
PERSON,Popular,1,0,0.05,0.0,0.5,1,0,0.000246,0.0
PERSON,Comprehensive Overview,1,0,0.05,0.0,0.5,1,0,0.004929,0.0
PERSON,Gold,1,0,0.05,0.0,0.5,1,0,0.000229,0.0
PERSON,Carrier-connected labels,1,0,0.05,0.0,0.5,1,0,0.000306,0.0
PERSON,marketplaces/platforms,1,0,0.05,0.0,0.5,1,0,0.007363,0.0
PERSON,Return Rabbit,1,0,0.05,0.0,0.5,1,0,0.012811,0.0
PERSON,Select All,1,0,0.05,0.0,0.5,1,0,0.001329,0.0
PERSON,hide,1,0,0.05,0.0,0.5,1,0,0.001409,0.0
PERSON,Perfect,1,0,0.05,0.0,0.5,1,0,0.002059,0.0
PERSON,Case Studies,1,0,0.05,0.0,0.5,3,0,0.000282,0.0
PERSON,Visual Tracking,1,0,0.05,0.0,0.5,1,0,0.007058,0.0
PERSON,Efficiently,1,0,0.05,0.0,0.5,1,0,0.00093,0.0
PERSON,Ecommerce Technology,1,0,0.05,0.0,0.5,1,0,0.001569,0.0
PERSON,SurinameSwazilandSweden,1,0,0.05,0.0,0.5,1,0,0.000903,0.0
PERSON,MaldivesMaliMaltaMarshall,1,0,0.05,0.0,0.5,1,0,0.002403,0.0
PERSON,Sync,1,0,0.05,0.0,0.5,1,0,7.7e-05,0.0
PERSON,"INR 4,499/m",1,0,0.05,0.0,0.5,1,0,0.001362,0.0
PERSON,Djerf Avenue,1,0,0.05,0.0,0.5,1,0,0.000462,0.0
PERSON,Republica Moldova,1,0,0.05,0.0,0.5,1,0,0.00728,0.0
PERSON,Serena Guerra,1,0,0.05,0.0,0.5,1,0,0.016375,0.0
PERSON,March 16,1,0,0.05,0.0,0.5,7,0,0.000679,0.0
PERSON,Smartsupply,1,0,0.05,0.0,0.5,1,0,0.003041,0.0
PERSON,Analyze,1,0,0.05,0.0,0.5,1,0,0.000192,0.0
PERSON,Management Software,1,0,0.05,0.0,0.5,3,0,0.0069,0.0
PERSON,Reviews,1,0,0.05,0.0,0.5,1,0,0.001066,0.0
PERSON,Fraud Prevention,1,0,0.05,0.0,0.5,3,0,0.003259,0.0
PERSON,Consolidates,1,0,0.05,0.0,0.5,1,0,0.000634,0.0
PERSON,All,1,0,0.05,0.0,0.5,1,0,0.004512,0.0
PERSON,Between,1,0,0.05,0.0,0.5,2,0,0.001716,0.0
PERSON,Silver,1,0,0.05,0.0,0.5,1,0,0.000247,0.0
PERSON,Advanced Analytics,1,0,0.05,0.0,0.5,1,0,0.002117,0.0
PERSON,Tom Wood,1,0,0.05,0.0,0.5,1,0,0.000462,0.0
PERSON,Platinum,1,0,0.05,0.0,0.5,1,0,0.000891,0.0
PERSON,Wendy Alexandre,1,0,0.05,0.0,0.5,1,0,0.000421,0.0
PERSON,Receive,1,0,0.05,0.0,0.5,1,0,0.000127,0.0
PERSON,Inefficient,1,0,0.05,0.0,0.5,1,0,0.000232,0.0
PERSON,Premier,1,0,0.05,0.0,0.5,1,0,0.000356,0.0
PERSON,Guinea Ecuatorial,1,0,0.05,0.0,0.5,1,0,0.007946,0.0
PERSON,Scale Tier,1,0,0.05,0.0,0.5,1,0,0.000497,0.0
PERSON,Top 30,1,0,0.05,0.0,0.5,1,0,0.001738,0.0
PERSON,Management,1,0,0.05,0.0,0.5,1,0,0.000459,0.0
PERSON,inventory,1,0,0.05,0.0,0.5,3,0,0.002231,0.0
PERSON,Carriers: Compare,1,0,0.05,0.0,0.5,1,0,0.005901,0.0
PERSON,Advanced Reporting,1,0,0.05,0.0,0.5,1,0,0.002945,0.0
PERSON,Consolidated,1,0,0.05,0.0,0.5,1,0,0.000386,0.0
PERSON,Sashank Ravindranath,1,0,0.05,0.0,0.5,2,0,0.003937,0.0
PERSON,Large Shop,1,0,0.05,0.0,0.5,1,0,0.00034,0.0
PERSON,Standardized,1,0,0.05,0.0,0.5,1,0,8.9e-05,0.0
PERSON,"Why5,000brandschooseloop",1,0,0.05,0.0,0.5,1,0,0.000147,0.0
PERSON,Scale,1,0,0.05,0.0,0.5,1,0,0.000448,0.0
PERSON,Validate,1,0,0.05,0.0,0.5,1,0,6.9e-05,0.0
PERSON,Carrier Comparison,1,0,0.05,0.0,0.5,1,0,0.003588,0.0
PERSON,Evaluate,1,0,0.05,0.0,0.5,1,0,0.001161,0.0
PERSON,Reason,1,0,0.05,0.0,0.5,1,0,0.000196,0.0
PERSON,Sustainability,1,0,0.05,0.0,0.5,1,0,0.000783,0.0
PERSON,Customer Engagement,1,0,0.05,0.0,0.5,1,0,0.01053,0.0
PERSON,Up To,1,0,0.05,0.0,0.5,4,0,0.001244,0.0
PERSON,Customer,1,0,0.05,0.0,0.5,1,0,0.003945,0.0
PERSON,Mike Wu,1,0,0.05,0.0,0.5,1,0,0.000268,0.0
PERSON,And,1,0,0.05,0.0,0.5,2,0,0.029571,0.0
PERSON,German,1,0,0.05,0.0,0.5,2,0,0.000988,0.0
PERSON,VenezuelaVietnam,1,0,0.05,0.0,0.5,1,0,0.000878,0.0
PERSON,Reasons,1,0,0.05,0.0,0.5,1,0,0.000291,0.0
PERSON,Established,1,0,0.05,0.0,0.5,1,0,0.000317,0.0
PERSON,Sathish Loganathan,1,0,0.05,0.0,0.5,1,0,0.001494,0.0
PERSON,2024December,1,0,0.05,0.0,0.5,1,0,0.016282,0.0
PERSON,Dimensional packing,1,0,0.05,0.0,0.5,1,0,0.000669,0.0
PERSON,Solomon IslandsSomalia,1,0,0.05,0.0,0.5,1,0,0.004031,0.0
PERSON,March 24,1,0,0.05,0.0,0.5,2,0,0.000665,0.0
PERSON,"6,000 orders",1,0,0.05,0.0,0.5,1,0,0.000247,0.0
PERSON,Uncertainty,1,0,0.05,0.0,0.5,1,0,0.004599,0.0
PERSON,Considering,1,0,0.05,0.0,0.5,1,0,0.001199,0.0
PERSON,Ship,1,0,0.05,0.0,0.5,1,0,0.000165,0.0
PERSON,CEO,1,0,0.05,0.0,0.5,2,0,0.006087,0.0
PERSON,Simplified Shipping,0,1,0.0,0.0233,0.0,0,1,0.0,0.003591
PERSON,Jan,0,1,0.0,0.0233,0.0,0,1,0.0,0.001162
PERSON,American Samoa,0,1,0.0,0.0233,0.0,0,5,0.0,0.000228
PERSON,Incorporate,0,1,0.0,0.0233,0.0,0,1,0.0,0.000722
PERSON,Niger,0,1,0.0,0.0233,0.0,0,10,0.0,0.000305
PERSON,Suomi,0,1,0.0,0.0233,0.0,0,5,0.0,0.000206
PERSON,Inventory efficiency,0,1,0.0,0.0233,0.0,0,1,0.0,0.000731
PERSON,Marvin,0,1,0.0,0.0233,0.0,0,1,0.0,0.000116
PERSON,Zapiet,0,2,0.0,0.0465,0.0,0,2,0.0,0.000924
PERSON,Veeqo,0,2,0.0,0.0465,0.0,0,3,0.0,0.000278
PERSON,A few,0,1,0.0,0.0233,0.0,0,1,0.0,0.004287
PERSON,Guinea,0,1,0.0,0.0233,0.0,0,5,0.0,0.000847
PERSON,mediumsized,0,1,0.0,0.0233,0.0,0,1,0.0,0.000981
PERSON,Returned Items,0,1,0.0,0.0233,0.0,0,1,0.0,0.003567
PERSON,Ecommerce Growth,0,1,0.0,0.0233,0.0,0,2,0.0,0.003534
PERSON,Pickup Options,0,1,0.0,0.0233,0.0,0,1,0.0,0.001235
PERSON,ShipX,0,1,0.0,0.0233,0.0,0,1,0.0,0.015187
PERSON,Bill Perkins,0,1,0.0,0.0233,0.0,0,1,0.0,8.2e-05
PERSON,Time-sensitive,0,1,0.0,0.0233,0.0,0,1,0.0,0.002003
PERSON,8.96K subscribers,0,1,0.0,0.0233,0.0,0,1,0.0,0.000748
PERSON,Exceptional,0,1,0.0,0.0233,0.0,0,1,0.0,0.000107
PERSON,Burundi,0,1,0.0,0.0233,0.0,0,10,0.0,0.000218
PERSON,IndonesiaIranIraqIrelandIsraelItalyJamaicaJapanJordanKazakhstanKenya,0,1,0.0,0.0233,0.0,0,1,0.0,5.7e-05
PERSON,December 29,0,1,0.0,0.0233,0.0,0,1,0.0,0.002804
PERSON,"2,000 shipments",0,1,0.0,0.0233,0.0,0,1,0.0,0.001279
PERSON,A whopping,0,1,0.0,0.0233,0.0,0,1,0.0,0.009362
PERSON,Mauve,0,1,0.0,0.0233,0.0,0,1,0.0,0.000115
PERSON,David Pakman Show,0,1,0.0,0.0233,0.0,0,2,0.0,0.00027
PERSON,Amazon,0,1,0.0,0.0233,0.0,0,1,0.0,0.006717
PERSON,Periodically,0,1,0.0,0.0233,0.0,0,1,0.0,0.000557
PERSON,Comprehensive Reporting,0,1,0.0,0.0233,0.0,0,2,0.0,0.001273
PERSON,MarketplacesConnect,0,1,0.0,0.0233,0.0,0,1,0.0,0.002717
PERSON,Tunisia,0,1,0.0,0.0233,0.0,0,5,0.0,0.000167
PERSON,Designed,0,2,0.0,0.0465,0.0,0,2,0.0,0.002392
PERSON,Zimbabwe,0,1,0.0,0.0233,0.0,0,5,0.0,0.000164
PERSON,Yemen,0,1,0.0,0.0233,0.0,0,5,0.0,0.000164
PERSON,Leo Godin,0,1,0.0,0.0233,0.0,0,1,0.0,0.001186
PERSON,Always Hiring,0,1,0.0,0.0233,0.0,0,2,0.0,0.001422
PERSON,Returns Analytics,0,1,0.0,0.0233,0.0,0,1,0.0,0.01331
PERSON,Norfolk Island,0,1,0.0,0.0233,0.0,0,5,0.0,0.000187
PERSON,International Shipping,0,1,0.0,0.0233,0.0,0,1,0.0,0.003915
PERSON,Configure,0,1,0.0,0.0233,0.0,0,1,0.0,0.000265
PERSON,Software Comparison,0,1,0.0,0.0233,0.0,0,1,0.0,0.09267
PERSON,Blue Dart,0,1,0.0,0.0233,0.0,0,1,0.0,0.000994
PERSON,Accept All,0,2,0.0,0.0465,0.0,0,2,0.0,0.006712
PERSON,Shipping Solutions,0,1,0.0,0.0233,0.0,0,1,0.0,0.003227
PERSON,Medium Logo,0,2,0.0,0.0465,0.0,0,2,0.0,0.028602
PERSON,Comparison Table,0,1,0.0,0.0233,0.0,0,1,0.0,0.001019
PERSON,And then,0,1,0.0,0.0233,0.0,0,1,0.0,0.008837
PERSON,Angry Customers,0,1,0.0,0.0233,0.0,0,2,0.0,0.004916
PERSON,Collaborative,0,1,0.0,0.0233,0.0,0,1,0.0,0.000143
PERSON,Shipping Platforms,0,1,0.0,0.0233,0.0,0,1,0.0,0.000516
PERSON,Key Feature,0,1,0.0,0.0233,0.0,0,1,0.0,0.000968
PERSON,Hannah Bernstein,0,1,0.0,0.0233,0.0,0,38,0.0,0.003464
PERSON,Customer reviews,0,1,0.0,0.0233,0.0,0,1,0.0,0.001099
PERSON,Postscript,0,1,0.0,0.0233,0.0,0,1,0.0,0.000862
PERSON,Register Now,0,1,0.0,0.0233,0.0,0,1,0.0,0.037812
PERSON,Inventory Sync,0,2,0.0,0.0465,0.0,0,2,0.0,0.001093
PERSON,CarriersGet,0,1,0.0,0.0233,0.0,0,1,0.0,0.005762
PERSON,Return Automation,0,1,0.0,0.0233,0.0,0,1,0.0,0.004522
PERSON,Larry Wilkerson,0,1,0.0,0.0233,0.0,0,1,0.0,0.000114
PERSON,UPS Shipping,0,1,0.0,0.0233,0.0,0,1,0.0,0.000497
PERSON,Returnly,0,1,0.0,0.0233,0.0,0,1,0.0,0.022318
PERSON,Billionaire,0,1,0.0,0.0233,0.0,0,1,0.0,0.000203
PERSON,Fulfillment,0,2,0.0,0.0465,0.0,0,2,0.0,0.00437
PERSON,Instant Exchanges,0,1,0.0,0.0233,0.0,0,1,0.0,0.002596
PERSON,Shipway,0,1,0.0,0.0233,0.0,0,1,0.0,0.005926
PERSON,Automated,0,2,0.0,0.0465,0.0,0,2,0.0,0.00702
PERSON,Matt Thurin,0,1,0.0,0.0233,0.0,0,1,0.0,0.004158
PERSON,Mauritania,0,1,0.0,0.0233,0.0,0,5,0.0,0.000311
PERSON,Vatican City,0,1,0.0,0.0233,0.0,0,10,0.0,0.000267
PERSON,User-Friendly Interface,0,1,0.0,0.0233,0.0,0,1,0.0,0.001965
PERSON,French Polynesia,0,1,0.0,0.0233,0.0,0,10,0.0,0.000334
PERSON,Finale Inventory,0,1,0.0,0.0233,0.0,0,1,0.0,0.001111
PERSON,Multichannel Capability,0,1,0.0,0.0233,0.0,0,1,0.0,0.00331
PERSON,Plan Type,0,1,0.0,0.0233,0.0,0,1,0.0,0.000317
PERSON,Postman Collections,0,1,0.0,0.0233,0.0,0,1,0.0,0.000344
PERSON,Description,0,3,0.0,0.0698,0.0,0,12,0.0,0.001026
PERSON,French Guiana,0,1,0.0,0.0233,0.0,0,5,0.0,0.000334
PERSON,Return Guard,0,1,0.0,0.0233,0.0,0,1,0.0,0.002112
PERSON,Reporting,0,1,0.0,0.0233,0.0,0,1,0.0,0.000175
PERSON,Melhor Envio,0,1,0.0,0.0233,0.0,0,1,0.0,0.000796
PERSON,connect,0,1,0.0,0.0233,0.0,0,2,0.0,0.01784
PERSON,Namibia,0,1,0.0,0.0233,0.0,0,5,0.0,0.000307
PERSON,Third-Party Fulfillment,0,1,0.0,0.0233,0.0,0,1,0.0,0.000625
PERSON,Functional,0,3,0.0,0.0698,0.0,0,3,0.0,0.001379
PERSON,Shipping App,0,1,0.0,0.0233,0.0,0,1,0.0,0.070922
PERSON,and Walmart.,0,1,0.0,0.0233,0.0,0,1,0.0,0.00386
PERSON,Octily,0,1,0.0,0.0233,0.0,0,1,0.0,7.4e-05
PERSON,Carrier Discounts,0,2,0.0,0.0465,0.0,0,2,0.0,0.002565
PERSON,Operational Efficiency,0,1,0.0,0.0233,0.0,0,1,0.0,0.000923
PERSON,Shop Now,0,1,0.0,0.0233,0.0,0,1,0.0,0.003547
PERSON,Read More,0,1,0.0,0.0233,0.0,0,2,0.0,0.013542
PERSON,LLMs,0,1,0.0,0.0233,0.0,0,1,0.0,0.000188
PERSON,Order Tracker,0,1,0.0,0.0233,0.0,0,1,0.0,0.000721
PERSON,Mike Renaldi,0,1,0.0,0.0233,0.0,0,3,0.0,0.00044
PERSON,Smart Shipping,0,1,0.0,0.0233,0.0,0,1,0.0,0.009239
PERSON,Republic,0,1,0.0,0.0233,0.0,0,5,0.0,0.000793
PERSON,Fulfil,0,1,0.0,0.0233,0.0,0,1,0.0,0.019703
PERSON,Artificial Intelligence,0,1,0.0,0.0233,0.0,0,1,0.0,0.000509
PERSON,Bookkeeping,0,1,0.0,0.0233,0.0,0,1,0.0,0.0001
PERSON,China Post,0,1,0.0,0.0233,0.0,0,1,0.0,0.005504
PERSON,Overselling,0,1,0.0,0.0233,0.0,0,1,0.0,0.000354
PERSON,Fulfillment Services,0,1,0.0,0.0233,0.0,0,1,0.0,0.000843
PERSON,ShippingEasy,0,1,0.0,0.0233,0.0,0,1,0.0,0.020594
PERSON,Orderhive,0,1,0.0,0.0233,0.0,0,1,0.0,0.001372
PERSON,#InventoryManagement,0,1,0.0,0.0233,0.0,0,1,0.0,0.000294
PERSON,Operational,0,1,0.0,0.0233,0.0,0,2,0.0,0.001264
PERSON,iampauljames,0,1,0.0,0.0233,0.0,0,1,0.0,0.000111
PERSON,Shipping Rules,0,1,0.0,0.0233,0.0,0,1,0.0,0.01908
PERSON,Updated,0,1,0.0,0.0233,0.0,0,2,0.0,0.001995
PERSON,Carrier Support,0,1,0.0,0.0233,0.0,0,1,0.0,0.002854
PERSON,Saint Lucia,0,1,0.0,0.0233,0.0,0,5,0.0,0.001009
PERSON,SHIFT+n,0,1,0.0,0.0233,0.0,0,1,0.0,0.000975
PERSON,Customer support,0,1,0.0,0.0233,0.0,0,1,0.0,0.00112
PERSON,San Marino,0,1,0.0,0.0233,0.0,0,5,0.0,0.000181
PERSON,Outlook Email,0,1,0.0,0.0233,0.0,0,1,0.0,0.000421
PERSON,Libya,0,1,0.0,0.0233,0.0,0,5,0.0,0.000195
PERSON,Languages Supported,0,1,0.0,0.0233,0.0,0,1,0.0,0.000142
PERSON,Key Strength,0,1,0.0,0.0233,0.0,0,4,0.0,0.001117
PERSON,Onboarding,0,1,0.0,0.0233,0.0,0,1,0.0,9.6e-05
PERSON,Save Time,0,1,0.0,0.0233,0.0,0,1,0.0,0.000542
PERSON,Saint Martin,0,1,0.0,0.0233,0.0,0,6,0.0,0.001008
PERSON,Startups,0,1,0.0,0.0233,0.0,0,1,0.0,0.001567
PERSON,Emerging Markets,0,1,0.0,0.0233,0.0,0,1,0.0,0.012567
PERSON,Burkina Faso,0,1,0.0,0.0233,0.0,0,5,0.0,0.000218
PERSON,Shipmozo,0,1,0.0,0.0233,0.0,0,1,0.0,0.009239
PERSON,Angie Tran,0,1,0.0,0.0233,0.0,0,2,0.0,0.002735
PERSON,Hrvatska,0,1,0.0,0.0233,0.0,0,5,0.0,0.000212
PERSON,Kyrgyzstan,0,1,0.0,0.0233,0.0,0,5,0.0,0.000196
PERSON,Flywheel,0,1,0.0,0.0233,0.0,0,2,0.0,0.000155
PERSON,professional,0,1,0.0,0.0233,0.0,0,1,0.0,0.001717
PERSON,September 19,0,1,0.0,0.0233,0.0,0,1,0.0,0.000912
PERSON,Faroe Islands,0,1,0.0,0.0233,0.0,0,10,0.0,0.000207
PERSON,HerzegovinaBotswanaBrazilBruneiBulgariaBurkina,0,1,0.0,0.0233,0.0,0,1,0.0,5.7e-05
PERSON,Loop Return,0,1,0.0,0.0233,0.0,0,1,0.0,0.008075
PERSON,Shipping Limitation,0,1,0.0,0.0233,0.0,0,1,0.0,0.010757
PERSON,Return Magic,0,1,0.0,0.0233,0.0,0,1,0.0,0.086848
PERSON,Europe,0,1,0.0,0.0233,0.0,0,1,0.0,0.000371
PERSON,Augmented reality,0,1,0.0,0.0233,0.0,0,1,0.0,0.000225
PERSON,Performance,0,4,0.0,0.093,0.0,0,4,0.0,0.002692
PERSON,Curbside Delivery,0,1,0.0,0.0233,0.0,0,1,0.0,0.000804
PERSON,Connectivity,0,1,0.0,0.0233,0.0,0,1,0.0,0.000207
PERSON,Automation Rules,0,1,0.0,0.0233,0.0,0,2,0.0,0.005585
PERSON,Ísland,0,1,0.0,0.0233,0.0,0,5,0.0,0.0002
PERSON,Over,0,1,0.0,0.0233,0.0,0,1,0.0,0.000247
PERSON,Price,0,1,0.0,0.0233,0.0,0,1,0.0,0.005959
PERSON,Shopify Integration,0,1,0.0,0.0233,0.0,0,1,0.0,0.009394
PERSON,accessibility,0,1,0.0,0.0233,0.0,0,1,0.0,0.000316
PERSON,Orderback.io,0,1,0.0,0.0233,0.0,0,1,0.0,0.026249
PERSON,Ecommerce Sellers,0,1,0.0,0.0233,0.0,0,5,0.0,0.010412
PERSON,Michel Lieben,0,1,0.0,0.0233,0.0,0,1,0.0,6.3e-05
PERSON,Slovenia,0,1,0.0,0.0233,0.0,0,10,0.0,0.000489
PERSON,Klaviyo,0,1,0.0,0.0233,0.0,0,2,0.0,0.000424
PERSON,Ordoro,0,1,0.0,0.0233,0.0,0,2,0.0,0.002629
PERSON,Iran,0,1,0.0,0.0233,0.0,0,5,0.0,0.0002
PERSON,KPIs,0,1,0.0,0.0233,0.0,0,1,0.0,0.000448
PERSON,David Heacock,0,1,0.0,0.0233,0.0,0,1,0.0,0.000247
PERSON,Top 11,0,1,0.0,0.0233,0.0,0,1,0.0,0.000622
PERSON,Inventory Management,0,2,0.0,0.0465,0.0,0,3,0.0,0.015398
PERSON,Instantaneous,0,1,0.0,0.0233,0.0,0,1,0.0,9.9e-05
PERSON,Basic Plan,0,1,0.0,0.0233,0.0,0,3,0.0,0.00706
PERSON,Moldova,0,1,0.0,0.0233,0.0,0,10,0.0,0.000332
PERSON,demonstrating,0,2,0.0,0.0465,0.0,0,2,0.0,0.000784
PERSON,Commercial Pricing,0,1,0.0,0.0233,0.0,0,1,0.0,0.000136
PERSON,December 12,0,1,0.0,0.0233,0.0,0,1,0.0,0.004641
PERSON,With,0,2,0.0,0.0465,0.0,0,2,0.0,0.00175
PERSON,Multicarrier,0,1,0.0,0.0233,0.0,0,1,0.0,0.002263
PERSON,Shipment caps,0,1,0.0,0.0233,0.0,0,1,0.0,0.000564
PERSON,North Korea,0,1,0.0,0.0233,0.0,0,5,0.0,0.000303
PERSON,Customer Name,0,1,0.0,0.0233,0.0,0,1,0.0,0.008665
PERSON,Couriers,0,1,0.0,0.0233,0.0,0,1,0.0,0.000127
PERSON,Martinique,0,1,0.0,0.0233,0.0,0,5,0.0,0.000312
PERSON,Georgia,0,1,0.0,0.0233,0.0,0,5,0.0,0.000205
PERSON,Gregorian Chant,0,1,0.0,0.0233,0.0,0,1,0.0,0.000115
PERSON,Equatorial Guinea,0,1,0.0,0.0233,0.0,0,10,0.0,0.000208
PERSON,Shipping,0,3,0.0,0.0698,0.0,0,4,0.0,0.069657
PERSON,Nitin Rachabathuni,0,1,0.0,0.0233,0.0,0,1,0.0,0.00099
PERSON,Cayman Islands,0,1,0.0,0.0233,0.0,0,5,0.0,0.000216
PERSON,Free Trial,0,2,0.0,0.0465,0.0,0,3,0.0,0.000465
PERSON,Complete Guide,0,1,0.0,0.0233,0.0,0,1,0.0,0.029948
PERSON,Seychelles,0,1,0.0,0.0233,0.0,0,5,0.0,0.00018
PERSON,Bronze at,0,1,0.0,0.0233,0.0,0,1,0.0,6.4e-05
PERSON,Gaana,0,1,0.0,0.0233,0.0,0,5,0.0,0.000204
PERSON,International Reach,0,1,0.0,0.0233,0.0,0,1,0.0,0.000104
PERSON,Hasan Nabulsi,0,1,0.0,0.0233,0.0,0,1,0.0,0.004359
PERSON,percentage-of-processed-returns,0,1,0.0,0.0233,0.0,0,1,0.0,0.001948
PERSON,Billbee,0,1,0.0,0.0233,0.0,0,1,0.0,0.000729
PERSON,Jfrog,0,1,0.0,0.0233,0.0,0,1,0.0,0.000202
PERSON,Liechtenstein,0,1,0.0,0.0233,0.0,0,5,0.0,0.000195
PERSON,Swaziland,0,1,0.0,0.0233,0.0,0,5,0.0,0.000169
PERSON,Silver at,0,1,0.0,0.0233,0.0,0,1,0.0,6.4e-05
PERSON,Poland,0,1,0.0,0.0233,0.0,0,10,0.0,0.000184
PERSON,Jfrog Artifactory,0,1,0.0,0.0233,0.0,0,1,0.0,0.000202
PERSON,Returns Management,0,2,0.0,0.0465,0.0,0,2,0.0,0.108008
PERSON,Continuously,0,1,0.0,0.0233,0.0,0,1,0.0,0.00205
PERSON,Shoppers,0,2,0.0,0.0465,0.0,0,2,0.0,0.001338
PERSON,Caddyshack,0,1,0.0,0.0233,0.0,0,1,0.0,0.000169
PERSON,especially,0,1,0.0,0.0233,0.0,0,1,0.0,0.000862
PERSON,Caribbean Netherlands,0,1,0.0,0.0233,0.0,0,5,0.0,0.000216
PERSON,Accessibility,0,2,0.0,0.0465,0.0,0,2,0.0,0.000453
PERSON,Accelerator,0,1,0.0,0.0233,0.0,0,1,0.0,7.1e-05
PERSON,Poor Quality,0,1,0.0,0.0233,0.0,0,1,0.0,0.003403
PERSON,Click here,0,1,0.0,0.0233,0.0,0,2,0.0,0.00425
PERSON,Almost 25,0,1,0.0,0.0233,0.0,0,1,0.0,0.000217
PERSON,Carrier Guides,0,1,0.0,0.0233,0.0,0,1,0.0,0.000892
PERSON,Filter,0,1,0.0,0.0233,0.0,0,1,0.0,0.002349
PERSON,Кыргызстан,0,1,0.0,0.0233,0.0,0,5,0.0,0.000196
PERSON,operating-constraint,0,1,0.0,0.0233,0.0,0,1,0.0,0.014474
PERSON,IslandsSomaliaSouth,0,1,0.0,0.0233,0.0,0,1,0.0,7.8e-05
PERSON,Retailers,0,1,0.0,0.0233,0.0,0,1,0.0,0.001676
PERSON,Other,0,1,0.0,0.0233,0.0,0,1,0.0,0.007743
PERSON,Greenland,0,1,0.0,0.0233,0.0,0,10,0.0,0.00033
PERSON,Sint Maarten,0,1,0.0,0.0233,0.0,0,5,0.0,0.00018
PERSON,Buy Online,0,1,0.0,0.0233,0.0,0,1,0.0,0.000247
PERSON,Post,0,1,0.0,0.0233,0.0,0,1,0.0,0.000485
PERSON,Marshall Islands,0,1,0.0,0.0233,0.0,0,5,0.0,0.000192
PERSON,Shiprocket,0,1,0.0,0.0233,0.0,0,1,0.0,0.014821
PERSON,Offline-capable,0,1,0.0,0.0233,0.0,0,1,0.0,0.000196
PERSON,Price: From 1.80 €,0,1,0.0,0.0233,0.0,0,1,0.0,0.005805
PERSON,Zip Code,0,1,0.0,0.0233,0.0,0,1,0.0,0.001679
PERSON,Falkland Islands,0,1,0.0,0.0233,0.0,0,5,0.0,0.000207
PERSON,Return Software,0,1,0.0,0.0233,0.0,0,1,0.0,0.000343
PERSON,I Asked,0,1,0.0,0.0233,0.0,0,1,0.0,0.000546
PERSON,Branded Tracking,0,2,0.0,0.0465,0.0,0,3,0.0,0.003404
PERSON,Bonus,0,1,0.0,0.0233,0.0,0,1,0.0,0.000976
PERSON,syncX,0,1,0.0,0.0233,0.0,0,1,0.0,0.002761
PERSON,Kazakhstan,0,1,0.0,0.0233,0.0,0,10,0.0,0.000198
PERSON,Cook Islands,0,1,0.0,0.0233,0.0,0,5,0.0,0.000213
PERSON,LankaSudanSurinameSwedenSwitzerlandSyriaTajikistanTanzaniaThailandTimor-LesteTogoTongaTrinidad,0,1,0.0,0.0233,0.0,0,1,0.0,5.7e-05
PERSON,High Volume,0,1,0.0,0.0233,0.0,0,1,0.0,0.001021
PERSON,Bhutan,0,1,0.0,0.0233,0.0,0,5,0.0,0.000221
PERSON,Free Webinars,0,1,0.0,0.0233,0.0,0,1,0.0,0.000378
PERSON,Identify,0,1,0.0,0.0233,0.0,0,1,0.0,0.000229
